Tissue,Gene,Degree,E_corr,SBM-Level-1,SBM-Level-2,SBM-Level-3,SBM-Level-4,SBM-Level-5,WGCNA
body,FBgn0034645,1261,0.334794362,64,19,1,4,1,2
body,FBgn0034650,316,0.287782372,0,0,6,0,0,4
body,FBgn0034654,540,0.33924797,14,10,4,1,1,2
body,FBgn0010228,1107,0.321329326,63,18,1,4,1,7
body,FBgn0050285,136,0.284308833,4,4,1,4,1,1
body,FBgn0034646,77,0.282122402,5,5,4,1,1,0
body,FBgn0016641,30,0.271569916,3,3,2,0,0,0
body,FBgn0000326,1,0.255661801,5,5,4,1,1,0
body,FBgn0042180,280,0.288151547,27,0,6,0,0,0
body,FBgn0034638,1408,0.337608627,67,18,1,4,1,2
body,FBgn0010470,1270,0.33312411,67,18,1,4,1,2
body,FBgn0010415,261,0.312905904,73,8,4,1,1,0
body,FBgn0004362,101,0.299224352,59,8,4,1,1,0
body,FBgn0034657,584,0.297239083,31,11,0,0,0,4
body,FBgn0034674,47,0.271685175,0,0,6,0,0,0
body,FBgn0034664,612,0.35338974,43,4,1,4,1,6
body,FBgn0034663,282,0.348170516,48,9,3,1,1,6
body,FBgn0034662,656,0.334267605,43,4,1,4,1,6
body,FBgn0050404,12,0.273487643,3,3,2,0,0,0
body,FBgn0067102,419,0.292848762,31,11,0,0,0,4
body,FBgn0034691,7,0.264052647,8,7,2,0,0,0
body,FBgn0034694,6,0.265587753,8,7,2,0,0,0
body,FBgn0002715,20,0.27130018,8,7,2,0,0,0
body,FBgn0034704,5,0.26649715,8,7,2,0,0,0
body,FBgn0025186,574,0.306350229,26,0,6,0,0,3
body,FBgn0034716,760,0.305149515,60,4,1,4,1,1
body,FBgn0034709,344,0.297990548,18,10,4,1,1,1
body,FBgn0034697,2,0.261591488,12,8,4,1,1,0
body,FBgn0034693,278,0.289006424,4,4,1,4,1,1
body,FBgn0034689,153,0.283219972,25,7,2,0,0,0
body,FBgn0034688,3,0.274234721,9,8,4,1,1,0
body,FBgn0050105,1,0.267986141,8,7,2,0,0,0
body,FBgn0034249,839,0.313157075,15,2,5,0,0,3
body,FBgn0034247,426,0.336545828,48,9,3,1,1,6
body,FBgn0034245,1022,0.343282737,74,1,7,1,1,2
body,FBgn0034243,11,0.278146149,33,16,3,1,1,0
body,FBgn0010620,31,0.269350405,29,5,4,1,1,5
body,FBgn0016697,479,0.322868542,14,10,4,1,1,1
body,FBgn0022029,4,0.265551956,33,16,3,1,1,0
body,FBgn0034215,272,0.290251224,7,6,3,1,1,1
body,FBgn0024196,126,0.316335474,10,5,4,1,1,1
body,FBgn0028953,1186,0.326761158,54,2,5,0,0,3
body,FBgn0022987,401,0.292922708,27,0,6,0,0,4
body,FBgn0050104,591,0.301832328,62,19,1,4,1,1
body,FBgn0034230,3,0.275486693,9,8,4,1,1,0
body,FBgn0034232,77,0.2798542,29,5,4,1,1,1
body,FBgn0034237,96,0.310507383,73,8,4,1,1,0
body,FBgn0028382,18,0.27530006,29,5,4,1,1,0
body,FBgn0034240,1074,0.321181098,39,11,0,0,0,3
body,FBgn0010409,1749,0.369895945,75,1,7,1,1,2
body,FBgn0034223,63,0.270786624,8,7,2,0,0,0
body,FBgn0027506,312,0.294338156,31,11,0,0,0,0
body,FBgn0025716,14,0.278592064,8,7,2,0,0,0
body,FBgn0034214,5,0.261475365,33,16,3,1,1,0
body,FBgn0021818,481,0.297869733,26,0,6,0,0,4
body,FBgn0034210,90,0.278088367,0,0,6,0,0,0
body,FBgn0023172,552,0.315370346,45,15,6,0,0,3
body,FBgn0034184,2,0.303519419,8,7,2,0,0,0
body,FBgn0026721,369,0.291782523,4,4,1,4,1,1
body,FBgn0034191,2,0.266340273,9,8,4,1,1,0
body,FBgn0050456,157,0.285790436,24,9,3,1,1,1
body,FBgn0034194,203,0.283352253,33,16,3,1,1,1
body,FBgn0034198,723,0.307558137,56,19,1,4,1,2
body,FBgn0034199,314,0.287570436,7,6,3,1,1,1
body,FBgn0034200,760,0.311123863,60,4,1,4,1,7
body,FBgn0000079,22,0.299845684,9,8,4,1,1,0
body,FBgn0010591,5,0.278475637,7,6,3,1,1,0
body,FBgn0034186,2,0.267329603,12,8,4,1,1,0
body,FBgn0034181,224,0.292394245,46,3,2,0,0,0
body,FBgn0034180,1,0.260574228,12,8,4,1,1,0
body,FBgn0034158,113,0.281269082,3,3,2,0,0,0
body,FBgn0028737,1356,0.356434497,1,1,7,1,1,2
body,FBgn0034162,1128,0.320193213,76,12,1,4,1,2
body,FBgn0034172,3,0.261742018,8,7,2,0,0,0
body,FBgn0014870,8,0.268260911,3,3,2,0,0,0
body,FBgn0025832,1,0.281747074,8,7,2,0,0,0
body,FBgn0010213,942,0.322306342,64,19,1,4,1,2
body,FBgn0011260,21,0.277047143,3,3,2,0,0,0
body,FBgn0003274,975,0.337913955,72,10,4,1,1,2
body,FBgn0034145,741,0.312169826,49,16,3,1,1,1
body,FBgn0050463,3,0.266985403,59,8,4,1,1,0
body,FBgn0024315,981,0.318953676,53,19,1,4,1,2
body,FBgn0034143,854,0.32109733,65,12,1,4,1,1
body,FBgn0034142,342,0.296059914,4,4,1,4,1,1
body,FBgn0034141,5,0.281785468,9,8,4,1,1,0
body,FBgn0034140,393,0.300745249,35,18,1,4,1,1
body,FBgn0034138,1434,0.364893555,50,1,7,1,1,2
body,FBgn0034110,17,0.275266435,7,6,3,1,1,5
body,FBgn0034114,338,0.289137584,25,7,2,0,0,0
body,FBgn0010611,38,0.273448005,29,5,4,1,1,5
body,FBgn0034126,189,0.282829567,7,6,3,1,1,1
body,FBgn0034117,39,0.278774777,7,6,3,1,1,0
body,FBgn0034109,4,0.279046773,8,7,2,0,0,0
body,FBgn0001308,1,0.269894781,8,7,2,0,0,0
body,FBgn0025519,2,0.262299164,8,7,2,0,0,0
body,FBgn0034098,738,0.307969719,41,11,0,0,0,3
body,FBgn0034091,1,0.255219651,12,8,4,1,1,0
body,FBgn0034059,13,0.276950722,5,5,4,1,1,0
body,FBgn0034060,252,0.286150416,25,7,2,0,0,0
body,FBgn0034063,1,0.2657274,8,7,2,0,0,0
body,FBgn0034065,297,0.289574483,7,6,3,1,1,1
body,FBgn0034067,5,0.270671297,5,5,4,1,1,0
body,FBgn0014020,822,0.31775473,49,16,3,1,1,1
body,FBgn0001124,8,0.27565758,42,13,4,1,1,0
body,FBgn0027091,2,0.281590119,5,5,4,1,1,0
body,FBgn0015754,114,0.279098971,25,7,2,0,0,0
body,FBgn0034087,8,0.268917154,8,7,2,0,0,0
body,FBgn0034084,24,0.280378272,8,7,2,0,0,0
body,FBgn0034073,158,0.281259199,0,0,6,0,0,0
body,FBgn0034068,79,0.281925406,6,20,2,0,0,0
body,FBgn0034066,895,0.328063767,17,1,7,1,1,2
body,FBgn0010590,322,0.301076392,32,5,4,1,1,1
body,FBgn0034061,1086,0.332867438,64,19,1,4,1,2
body,FBgn0020236,258,0.292549904,4,4,1,4,1,1
body,FBgn0034058,3,0.257697631,8,7,2,0,0,0
body,FBgn0034057,3,0.299084283,8,7,2,0,0,0
body,FBgn0034046,28,0.271936381,0,0,6,0,0,0
body,FBgn0034050,2,0.273531504,9,8,4,1,1,0
body,FBgn0034052,181,0.313994481,11,9,3,1,1,1
body,FBgn0034051,4,0.271621487,8,7,2,0,0,0
body,FBgn0015247,1,0.292655276,8,7,2,0,0,0
body,FBgn0034049,2,0.267407491,8,7,2,0,0,0
body,FBgn0050085,1365,0.335608253,19,11,0,0,0,3
body,FBgn0022160,1202,0.321804208,53,19,1,4,1,2
body,FBgn0034025,399,0.290249516,27,0,6,0,0,4
body,FBgn0022097,1387,0.342939635,58,12,1,4,1,2
body,FBgn0034029,1,0.254682305,5,5,4,1,1,0
body,FBgn0034031,678,0.329695157,43,4,1,4,1,6
body,FBgn0034035,1,0.269642236,9,8,4,1,1,0
body,FBgn0034033,68,0.279891389,5,5,4,1,1,5
body,FBgn0024754,1,0.261822004,9,8,4,1,1,0
body,FBgn0034032,72,0.272446923,13,0,6,0,0,0
body,FBgn0019968,67,0.27607376,3,3,2,0,0,0
body,FBgn0034021,1778,0.35512868,34,17,2,0,0,3
body,FBgn0033996,415,0.294734266,27,0,6,0,0,4
body,FBgn0003328,364,0.310202076,48,9,3,1,1,1
body,FBgn0004698,8,0.275072046,8,7,2,0,0,0
body,FBgn0013750,4,0.280234166,8,7,2,0,0,0
body,FBgn0026370,637,0.314392137,30,15,6,0,0,4
body,FBgn0000996,1236,0.323453044,39,11,0,0,0,3
body,FBgn0034001,70,0.275847104,29,5,4,1,1,1
body,FBgn0033998,164,0.279274238,13,0,6,0,0,0
body,FBgn0033995,9,0.272644712,8,7,2,0,0,0
body,FBgn0033984,594,0.303752261,30,15,6,0,0,3
body,FBgn0033988,59,0.296022819,12,8,4,1,1,0
body,FBgn0015371,1020,0.320405519,2,2,5,0,0,3
body,FBgn0033990,44,0.272683054,8,7,2,0,0,0
body,FBgn0033989,20,0.271841696,12,8,4,1,1,0
body,FBgn0033951,1,0.259036145,8,7,2,0,0,0
body,FBgn0010388,14,0.390478817,47,9,3,1,1,0
body,FBgn0050476,20,0.269809695,8,7,2,0,0,0
body,FBgn0033961,1111,0.338720208,72,10,4,1,1,2
body,FBgn0015602,1208,0.327793725,54,2,5,0,0,3
body,FBgn0013773,93,0.285527682,25,7,2,0,0,0
body,FBgn0033978,18,0.279371939,24,9,3,1,1,0
body,FBgn0033979,368,0.301036315,25,7,2,0,0,0
body,FBgn0033980,115,0.276995861,33,16,3,1,1,1
body,FBgn0013772,634,0.310095571,62,19,1,4,1,1
body,FBgn0033981,445,0.308699879,11,9,3,1,1,1
body,FBgn0033972,4,0.319549322,9,8,4,1,1,0
body,FBgn0027783,451,0.295022317,27,0,6,0,0,4
body,FBgn0033971,2,0.259595126,33,16,3,1,1,0
body,FBgn0016684,801,0.312849007,56,19,1,4,1,2
body,FBgn0020767,2,0.262567444,8,7,2,0,0,0
body,FBgn0028689,10,0.270999448,10,5,4,1,1,0
body,FBgn0033935,24,0.27383063,8,7,2,0,0,0
body,FBgn0010638,1483,0.352199628,36,14,9,1,1,2
body,FBgn0033948,14,0.266385342,3,3,2,0,0,0
body,FBgn0026427,836,0.313092327,15,2,5,0,0,3
body,FBgn0033945,10,0.268822528,24,9,3,1,1,0
body,FBgn0033934,4,0.267505244,29,5,4,1,1,0
body,FBgn0033901,17,0.269236091,0,0,6,0,0,0
body,FBgn0033903,3,0.281284994,5,5,4,1,1,0
body,FBgn0033906,1496,0.349717515,36,14,9,1,1,2
body,FBgn0000289,578,0.307632423,30,15,6,0,0,3
body,FBgn0033916,167,0.282351096,0,0,6,0,0,0
body,FBgn0033917,3,0.266797896,5,5,4,1,1,0
body,FBgn0033918,2,0.276800817,12,8,4,1,1,0
body,FBgn0027538,2,0.277683543,12,8,4,1,1,0
body,FBgn0033924,2,0.260038456,8,7,2,0,0,0
body,FBgn0033928,3,0.266751215,8,7,2,0,0,0
body,FBgn0033929,4,0.271071356,5,5,4,1,1,0
body,FBgn0033926,893,0.316501406,60,4,1,4,1,1
body,FBgn0033925,25,0.272617575,8,7,2,0,0,0
body,FBgn0033921,23,0.272524899,8,7,2,0,0,0
body,FBgn0033919,180,0.285005933,33,16,3,1,1,1
body,FBgn0001220,248,0.283490118,33,16,3,1,1,1
body,FBgn0033915,568,0.300143512,31,11,0,0,0,3
body,FBgn0033912,1196,0.364402108,16,1,7,1,1,2
body,FBgn0033907,193,0.310458119,18,10,4,1,1,1
body,FBgn0033902,902,0.317416636,56,19,1,4,1,2
body,FBgn0033897,100,0.277618716,8,7,2,0,0,0
body,FBgn0013770,1263,0.331717105,64,19,1,4,1,2
body,FBgn0002643,12,0.277034611,6,20,2,0,0,0
body,FBgn0040752,361,0.301574519,46,3,2,0,0,4
body,FBgn0020620,110,0.279715881,3,3,2,0,0,0
body,FBgn0033890,17,0.275116214,8,7,2,0,0,0
body,FBgn0033889,198,0.292786495,46,3,2,0,0,0
body,FBgn0033887,842,0.319845283,65,12,1,4,1,1
body,FBgn0033886,80,0.29050899,5,5,4,1,1,0
body,FBgn0013733,301,0.308759328,73,8,4,1,1,1
body,FBgn0033883,83,0.281034105,5,5,4,1,1,1
body,FBgn0033871,1,0.267780801,9,8,4,1,1,0
body,FBgn0033875,262,0.288343128,33,16,3,1,1,1
body,FBgn0033879,668,0.323123026,14,10,4,1,1,1
body,FBgn0000662,229,0.286448136,27,0,6,0,0,0
body,FBgn0041579,17,0.40230763,47,9,3,1,1,0
body,FBgn0040477,669,0.309026619,41,11,0,0,0,3
body,FBgn0033845,649,0.30016274,31,11,0,0,0,3
body,FBgn0033846,748,0.306832929,15,2,5,0,0,3
body,FBgn0027581,2,0.258498405,12,8,4,1,1,0
body,FBgn0053156,691,0.30779322,15,2,5,0,0,3
body,FBgn0033853,8,0.267235292,33,16,3,1,1,0
body,FBgn0004638,27,0.275953873,6,20,2,0,0,0
body,FBgn0033844,2,0.288600005,12,8,4,1,1,0
body,FBgn0033842,1,0.258468116,8,7,2,0,0,0
body,FBgn0000119,432,0.293713613,31,11,0,0,0,4
body,FBgn0053138,1,0.254748392,5,5,4,1,1,0
body,FBgn0027079,1,0.264366333,9,8,4,1,1,0
body,FBgn0040754,76,0.277610542,29,5,4,1,1,5
body,FBgn0011763,531,0.297327275,30,15,6,0,0,3
body,FBgn0033813,1,0.270738957,9,8,4,1,1,0
body,FBgn0033820,1669,0.355288421,58,12,1,4,1,2
body,FBgn0033821,609,0.307710626,20,6,3,1,1,2
body,FBgn0033826,320,0.316621079,48,9,3,1,1,1
body,FBgn0033816,2,0.271928907,33,16,3,1,1,0
body,FBgn0033814,5,0.266248381,33,16,3,1,1,0
body,FBgn0033812,7,0.266823109,8,7,2,0,0,0
body,FBgn0043010,9,0.272709837,8,7,2,0,0,0
body,FBgn0033802,437,0.295175732,27,0,6,0,0,4
body,FBgn0033799,5,0.269603214,33,16,3,1,1,0
body,FBgn0020370,1,0.258773372,8,7,2,0,0,0
body,FBgn0000181,81,0.309333261,42,13,4,1,1,5
body,FBgn0033782,657,0.308488556,60,4,1,4,1,1
body,FBgn0033787,861,0.348501022,43,4,1,4,1,6
body,FBgn0033789,187,0.351658128,48,9,3,1,1,6
body,FBgn0033788,445,0.334722734,48,9,3,1,1,6
body,FBgn0005624,578,0.299750495,23,2,5,0,0,3
body,FBgn0033784,315,0.287380202,27,0,6,0,0,0
body,FBgn0033783,41,0.272909237,8,7,2,0,0,0
body,FBgn0033777,227,0.333856772,48,9,3,1,1,6
body,FBgn0011592,2,0.261934508,12,8,4,1,1,0
body,FBgn0003527,1,0.259247779,12,8,4,1,1,0
body,FBgn0033755,1,0.260743378,9,8,4,1,1,0
body,FBgn0004435,111,0.283676014,33,16,3,1,1,1
body,FBgn0028683,51,0.278840967,0,0,6,0,0,0
body,FBgn0011604,354,0.292338789,27,0,6,0,0,4
body,FBgn0033762,1,0.260707188,8,7,2,0,0,0
body,FBgn0026741,5,0.275530383,5,5,4,1,1,0
body,FBgn0033774,473,0.32408451,52,6,3,1,1,7
body,FBgn0011227,1393,0.345304323,74,1,7,1,1,2
body,FBgn0033773,291,0.286133273,13,0,6,0,0,0
body,FBgn0033766,277,0.291117939,31,11,0,0,0,0
body,FBgn0033761,25,0.269703004,29,5,4,1,1,0
body,FBgn0033757,566,0.306781467,23,2,5,0,0,4
body,FBgn0022764,1408,0.339504384,54,2,5,0,0,3
body,FBgn0033754,236,0.289837573,10,5,4,1,1,1
body,FBgn0033715,1,0.262921872,9,8,4,1,1,0
body,FBgn0033716,5,0.263935512,5,5,4,1,1,0
body,FBgn0050042,299,0.296970591,47,9,3,1,1,1
body,FBgn0033728,14,0.272731498,4,4,1,4,1,0
body,FBgn0050051,11,0.270715712,5,5,4,1,1,0
body,FBgn0033752,41,0.274223886,3,3,2,0,0,0
body,FBgn0033751,6,0.278890933,5,5,4,1,1,0
body,FBgn0033749,1,0.261637119,8,7,2,0,0,0
body,FBgn0045063,25,0.276741402,9,8,4,1,1,0
body,FBgn0033740,39,0.276124601,8,7,2,0,0,0
body,FBgn0033738,53,0.277019754,3,3,2,0,0,0
body,FBgn0033737,136,0.281781188,25,7,2,0,0,0
body,FBgn0033733,1213,0.346927363,21,12,1,4,1,6
body,FBgn0033717,200,0.297969674,24,9,3,1,1,1
body,FBgn0024732,187,0.286980935,27,0,6,0,0,0
body,FBgn0033683,164,0.284607675,29,5,4,1,1,1
body,FBgn0033686,1,0.273173142,12,8,4,1,1,0
body,FBgn0010621,444,0.3085063,14,10,4,1,1,1
body,FBgn0033692,78,0.274316855,0,0,6,0,0,0
body,FBgn0025454,1571,0.350295922,58,12,1,4,1,2
body,FBgn0000253,217,0.318523644,73,8,4,1,1,0
body,FBgn0033699,1602,0.367653856,1,1,7,1,1,2
body,FBgn0033690,7,0.263525304,8,7,2,0,0,0
body,FBgn0014184,1415,0.343001587,63,18,1,4,1,7
body,FBgn0033688,47,0.271294733,0,0,6,0,0,0
body,FBgn0033653,2,0.261816103,12,8,4,1,1,0
body,FBgn0013756,855,0.309333611,41,11,0,0,0,3
body,FBgn0026573,390,0.290934972,31,11,0,0,0,0
body,FBgn0033673,65,0.278037469,13,0,6,0,0,0
body,FBgn0011704,890,0.317561966,41,11,0,0,0,3
body,FBgn0053145,19,0.27556712,8,7,2,0,0,0
body,FBgn0033669,1,0.255216504,9,8,4,1,1,0
body,FBgn0033663,600,0.308044335,62,19,1,4,1,1
body,FBgn0033661,2,0.259934999,8,7,2,0,0,0
body,FBgn0033659,555,0.323382802,48,9,3,1,1,6
body,FBgn0033656,21,0.277856814,9,8,4,1,1,0
body,FBgn0062449,8,0.274422196,8,7,2,0,0,0
body,FBgn0010516,1234,0.334170786,36,14,9,1,1,2
body,FBgn0044020,2,0.270538337,5,5,4,1,1,0
body,FBgn0033639,154,0.283896841,3,3,2,0,0,0
body,FBgn0033638,923,0.315467597,15,2,5,0,0,3
body,FBgn0033636,576,0.299750694,23,2,5,0,0,3
body,FBgn0003396,69,0.274455625,3,3,2,0,0,0
body,FBgn0037084,4,0.265210509,8,7,2,0,0,0
body,FBgn0033584,3,0.280774135,3,3,2,0,0,0
body,FBgn0033608,776,0.328642587,17,1,7,1,1,2
body,FBgn0033616,214,0.284387416,25,7,2,0,0,0
body,FBgn0043470,891,0.341158991,43,4,1,4,1,6
body,FBgn0010357,704,0.32051111,52,6,3,1,1,7
body,FBgn0024188,12,0.27899557,59,8,4,1,1,0
body,FBgn0000581,1111,0.31884928,39,11,0,0,0,3
body,FBgn0021795,1129,0.328819491,64,19,1,4,1,2
body,FBgn0001276,22,0.27321652,8,7,2,0,0,0
body,FBgn0033624,1335,0.336552751,64,19,1,4,1,2
body,FBgn0010425,423,0.315920222,52,6,3,1,1,7
body,FBgn0003863,1061,0.342548684,21,12,1,4,1,7
body,FBgn0011555,866,0.33504822,52,6,3,1,1,7
body,FBgn0043471,839,0.345330753,43,4,1,4,1,6
body,FBgn0033609,116,0.282172723,0,0,6,0,0,0
body,FBgn0033605,10,0.271604454,29,5,4,1,1,0
body,FBgn0010423,951,0.325603379,76,12,1,4,1,2
body,FBgn0033593,167,0.297067264,47,9,3,1,1,1
body,FBgn0033544,48,0.283745633,24,9,3,1,1,0
body,FBgn0033547,2,0.278030104,5,5,4,1,1,0
body,FBgn0033549,48,0.273278402,0,0,6,0,0,0
body,FBgn0033551,50,0.277287166,3,3,2,0,0,0
body,FBgn0029134,249,0.303285273,32,5,4,1,1,5
body,FBgn0033555,208,0.294177175,10,5,4,1,1,1
body,FBgn0050020,1097,0.322804226,39,11,0,0,0,3
body,FBgn0033569,7,0.273585058,8,7,2,0,0,0
body,FBgn0033571,288,0.312278742,18,10,4,1,1,2
body,FBgn0033570,1400,0.340186384,36,14,9,1,1,2
body,FBgn0010356,22,0.262784907,8,7,2,0,0,0
body,FBgn0050016,240,0.294579687,47,9,3,1,1,1
body,FBgn0050015,84,0.276409318,33,16,3,1,1,5
body,FBgn0027525,415,0.302588391,35,18,1,4,1,1
body,FBgn0033556,1,0.265036639,9,8,4,1,1,0
body,FBgn0033548,204,0.300557919,10,5,4,1,1,1
body,FBgn0027499,63,0.276149181,3,3,2,0,0,0
body,FBgn0053144,4,0.263907268,33,16,3,1,1,0
body,FBgn0033543,385,0.293001435,4,4,1,4,1,1
body,FBgn0033520,14,0.274960511,33,16,3,1,1,0
body,FBgn0001122,9,0.274057529,3,3,2,0,0,0
body,FBgn0033528,1,0.275150229,5,5,4,1,1,0
body,FBgn0033526,649,0.300266187,31,11,0,0,0,4
body,FBgn0033523,2,0.270418359,12,8,4,1,1,0
body,FBgn0033519,1,0.258020458,8,7,2,0,0,0
body,FBgn0033504,618,0.306531274,35,18,1,4,1,1
body,FBgn0033507,2,0.267612044,5,5,4,1,1,0
body,FBgn0033454,17,0.273074614,33,16,3,1,1,0
body,FBgn0033459,117,0.279831905,7,6,3,1,1,1
body,FBgn0033465,47,0.28060407,7,6,3,1,1,0
body,FBgn0027619,18,0.29594924,12,8,4,1,1,0
body,FBgn0033471,22,0.276548523,29,5,4,1,1,5
body,FBgn0033473,4,0.272718797,12,8,4,1,1,0
body,FBgn0040773,1941,0.368128397,61,1,7,1,1,2
body,FBgn0033480,150,0.312739924,10,5,4,1,1,1
body,FBgn0001291,9,0.263558172,8,7,2,0,0,0
body,FBgn0033486,326,0.299462727,46,3,2,0,0,4
body,FBgn0010531,3,0.270288415,5,5,4,1,1,0
body,FBgn0033485,88,0.273562571,29,5,4,1,1,1
body,FBgn0033482,4,0.26239908,9,8,4,1,1,0
body,FBgn0013435,1,0.254573734,9,8,4,1,1,0
body,FBgn0033476,6,0.261306293,8,7,2,0,0,0
body,FBgn0022382,3,0.273845021,12,8,4,1,1,0
body,FBgn0033467,5,0.285728627,59,8,4,1,1,0
body,FBgn0011656,5,0.261000014,8,7,2,0,0,0
body,FBgn0033463,13,0.27615024,6,20,2,0,0,0
body,FBgn0033460,40,0.272855022,0,0,6,0,0,0
body,FBgn0027580,166,0.283336809,7,6,3,1,1,1
body,FBgn0050000,6,0.279160786,9,8,4,1,1,0
body,FBgn0033451,7,0.272318064,5,5,4,1,1,0
body,FBgn0033448,783,0.317779938,60,4,1,4,1,1
body,FBgn0033446,232,0.290310383,35,18,1,4,1,1
body,FBgn0023143,204,0.30109164,46,3,2,0,0,0
body,FBgn0041087,539,0.299194339,31,11,0,0,0,0
body,FBgn0033413,4,0.28010219,33,16,3,1,1,0
body,FBgn0017558,22,0.284992786,6,20,2,0,0,0
body,FBgn0033428,7,0.267900273,5,5,4,1,1,0
body,FBgn0025286,1378,0.360467683,1,1,7,1,1,2
body,FBgn0033434,21,0.276525194,24,9,3,1,1,0
body,FBgn0033429,76,0.280881232,29,5,4,1,1,1
body,FBgn0033421,4,0.264383445,5,5,4,1,1,0
body,FBgn0029092,11,0.27166195,0,0,6,0,0,0
body,FBgn0016078,2,0.27788849,33,16,3,1,1,0
body,FBgn0028473,600,0.303437475,35,18,1,4,1,1
body,FBgn0010220,59,0.275704376,33,16,3,1,1,1
body,FBgn0033376,17,0.273148845,7,6,3,1,1,0
body,FBgn0015838,54,0.272985416,3,3,2,0,0,0
body,FBgn0033378,62,0.274471776,29,5,4,1,1,1
body,FBgn0003612,1737,0.350250654,34,17,2,0,0,3
body,FBgn0033381,190,0.292912417,10,5,4,1,1,1
body,FBgn0033382,6,0.267503473,8,7,2,0,0,0
body,FBgn0050344,2,0.26205488,9,8,4,1,1,0
body,FBgn0028408,31,0.274495201,6,20,2,0,0,0
body,FBgn0033402,2,0.267161633,33,16,3,1,1,0
body,FBgn0026326,8,0.267429618,8,7,2,0,0,0
body,FBgn0033392,93,0.278395386,3,3,2,0,0,0
body,FBgn0015477,14,0.276729055,8,7,2,0,0,0
body,FBgn0027561,217,0.289477386,13,0,6,0,0,0
body,FBgn0033379,1,0.265324587,12,8,4,1,1,0
body,FBgn0033377,8,0.269700259,8,7,2,0,0,0
body,FBgn0033373,8,0.267672722,5,5,4,1,1,0
body,FBgn0021825,9,0.27314884,29,5,4,1,1,0
body,FBgn0033339,5,0.269668041,33,16,3,1,1,0
body,FBgn0033340,15,0.270765444,29,5,4,1,1,0
body,FBgn0004921,853,0.308397105,60,4,1,4,1,1
body,FBgn0033349,161,0.285689941,13,0,6,0,0,0
body,FBgn0033357,723,0.314481093,56,19,1,4,1,2
body,FBgn0011300,8,0.264954129,6,20,2,0,0,0
body,FBgn0033366,179,0.287290589,4,4,1,4,1,1
body,FBgn0033351,26,0.273283225,5,5,4,1,1,0
body,FBgn0003074,14,0.28467865,9,8,4,1,1,0
body,FBgn0033341,3,0.265407982,9,8,4,1,1,0
body,FBgn0027513,182,0.288232047,25,7,2,0,0,0
body,FBgn0033304,8,0.273687672,24,9,3,1,1,0
body,FBgn0033313,1,0.272021349,12,8,4,1,1,0
body,FBgn0022027,1,0.264552791,12,8,4,1,1,0
body,FBgn0033316,35,0.280375286,8,7,2,0,0,0
body,FBgn0001285,271,0.310411198,11,9,3,1,1,1
body,FBgn0043575,199,0.320234149,11,9,3,1,1,1
body,FBgn0005695,969,0.317437736,15,2,5,0,0,3
body,FBgn0040777,169,0.286164524,33,16,3,1,1,5
body,FBgn0033320,475,0.304046306,20,6,3,1,1,1
body,FBgn0033317,9,0.270373296,5,5,4,1,1,0
body,FBgn0033309,4,0.274076914,9,8,4,1,1,0
body,FBgn0028836,4,0.266096186,33,16,3,1,1,0
body,FBgn0014469,909,0.317499321,60,4,1,4,1,7
body,FBgn0050359,104,0.281669853,5,5,4,1,1,5
body,FBgn0050360,76,0.336677974,48,9,3,1,1,0
body,FBgn0002570,179,0.344524588,48,9,3,1,1,6
body,FBgn0028563,517,0.302426965,31,11,0,0,0,4
body,FBgn0033261,2,0.270334964,12,8,4,1,1,0
body,FBgn0033264,76,0.276883425,0,0,6,0,0,0
body,FBgn0005648,7,0.263524517,12,8,4,1,1,0
body,FBgn0021995,8,0.275857118,33,16,3,1,1,0
body,FBgn0033273,5,0.273082194,8,7,2,0,0,0
body,FBgn0053087,87,0.278677924,3,3,2,0,0,0
body,FBgn0013726,437,0.305465821,26,0,6,0,0,4
body,FBgn0050371,461,0.297378651,35,18,1,4,1,1
body,FBgn0033274,179,0.286185654,7,6,3,1,1,1
body,FBgn0033272,5,0.275951763,9,8,4,1,1,0
body,FBgn0033260,9,0.260349569,3,3,2,0,0,0
body,FBgn0021814,98,0.279306451,29,5,4,1,1,1
body,FBgn0033221,1149,0.343769412,71,12,1,4,1,6
body,FBgn0003317,189,0.284227981,13,0,6,0,0,0
body,FBgn0033226,183,0.285159319,4,4,1,4,1,1
body,FBgn0050377,448,0.299142634,26,0,6,0,0,4
body,FBgn0015509,492,0.293778255,31,11,0,0,0,4
body,FBgn0026722,2,0.271920646,8,7,2,0,0,0
body,FBgn0027548,1202,0.326977699,54,2,5,0,0,3
body,FBgn0013307,615,0.305535513,35,18,1,4,1,1
body,FBgn0033246,669,0.308389661,56,19,1,4,1,7
body,FBgn0033241,42,0.27532202,29,5,4,1,1,0
body,FBgn0033236,632,0.301545864,23,2,5,0,0,3
body,FBgn0033235,66,0.280618586,5,5,4,1,1,0
body,FBgn0033233,319,0.28964573,13,0,6,0,0,0
body,FBgn0033232,6,0.262470674,8,7,2,0,0,0
body,FBgn0029093,1287,0.331295415,64,19,1,4,1,2
body,FBgn0033225,11,0.266453707,33,16,3,1,1,0
body,FBgn0033204,604,0.302685057,62,19,1,4,1,1
body,FBgn0033209,19,0.266274932,12,8,4,1,1,0
body,FBgn0050493,3,0.264396229,5,5,4,1,1,0
body,FBgn0042135,59,0.287543095,12,8,4,1,1,0
body,FBgn0003733,873,0.313202614,15,2,5,0,0,3
